date,feed,ep_num,title
2020-11-01T04:00:00+00:00,main,296,Forrest Gump with Jamelle Bouie
2020-11-01T04:00:03+00:00,patreon,79,Alien 3
2020-11-08T14:11:00+00:00,main,297,Contact with Jamie Bell
2020-11-11T05:01:01+00:00,patreon,80,Tales from the Crypt
2020-11-15T04:45:00+00:00,main,298,What Lies Beneath with Starlee Kine
2020-11-21T17:01:01+00:00,patreon,81,Alien: Resurrection
2020-11-22T05:01:00+00:00,main,299,Cast Away with Nia DaCosta
2020-11-29T05:00:00+00:00,main,300,The Polar Express with Joey Sims
2020-12-01T05:01:01+00:00,patreon,82,Prometheus
2020-12-06T05:00:00+00:00,main,301,Beowulf with Jordan Hoffman
2020-12-11T05:16:20+00:00,patreon,83,Drive-In Special
2020-12-13T05:34:00+00:00,main,302,A Christmas Carol with Emily St. James
2020-12-20T05:00:00+00:00,main,303,Flight with Olivia Craighead
2020-12-21T05:00:02+00:00,patreon,84,Alien: Covenant
2020-12-27T05:30:00+00:00,main,304,The Walk with J.D. Amato
2021-01-01T05:00:05+00:00,patreon,85,Crocodile Dundee
2021-01-03T05:45:00+00:00,main,305,Wonder Woman 1984
2021-01-10T05:00:00+00:00,main,306,teneT
2021-01-11T05:00:25+00:00,patreon,86,The Fifth Blank Check Mailbag
2021-01-17T05:00:00+00:00,main,307,Allied with Chris Weitz
2021-01-21T05:01:00+00:00,patreon,87,Crocodile Dundee II
2021-01-24T10:00:00+00:00,main,308,Welcome to Marwen with Emily Yoshida
2021-01-31T04:59:00+00:00,main,309,The Witches with Richard Lawson
2021-02-01T05:00:04+00:00,patreon,88,Crocodile Dundee in Los Angeles
2021-02-07T05:00:00+00:00,main,310,The Great Mouse Detective with Fran Hoepfner
2021-02-11T08:47:06+00:00,patreon,89,Fanfare: The Return
2021-02-14T06:00:00+00:00,main,311,The Little Mermaid with Esther Zuckerman
2021-02-21T05:00:00+00:00,main,312,Aladdin with Jerah Milligan
2021-02-21T12:00:02+00:00,patreon,90,Star Trek: The Motion Picture
2021-02-28T04:58:00+00:00,main,313,Hercules with Larry Owens
2021-03-01T04:58:00+00:00,patreon,91,Star Trek II: The Wrath of Khan
2021-03-07T05:00:00+00:00,main,314,Treasure Planet with Emma Stefansky
2021-03-10T11:01:00+00:00,patreon,92,March Madness 2021 Recap - Round 1
2021-03-11T05:00:03+00:00,patreon,93,The Return of Jafar + Aladdin and the King of Thieves
2021-03-14T05:00:00+00:00,main,315,The Princess and the Frog with James III
2021-03-17T16:01:03+00:00,patreon,94,March Madness 2021 Recap - Round 2
2021-03-21T04:00:00+00:00,main,316,Moana with Lenika Cruz
2021-03-21T04:01:00+00:00,patreon,95,Star Trek III: The Search for Spock
2021-03-28T04:00:00+00:00,main,317,The Sixth Annual Blank Check Awards with Joe Reid
2021-03-29T10:01:01+00:00,patreon,96,March Madness 2021 Recap - Round 3
2021-04-01T04:01:02+00:00,patreon,97,Star Trek IV: The Voyage Home
2021-04-04T04:00:00+00:00,main,318,A New Leaf
2021-04-11T04:00:00+00:00,main,319,The Heartbreak Kid with Avery Edison
2021-04-11T04:01:00+00:00,patreon,98,Turkish Star Trek
2021-04-18T04:00:00+00:00,main,320,Mikey and Nicky with Olivia Craighead
2021-04-21T04:01:01+00:00,patreon,99,Star Trek V: The Final Frontier
2021-04-25T04:00:00+00:00,main,321,Ishtar with Clint McElroy
2021-05-01T16:01:03+00:00,patreon,100,Star Trek VI: The Undiscovered Country
2021-05-02T04:00:00+00:00,main,322,Don Jon with Hollywood Handbook
2021-05-09T04:00:00+00:00,main,323,Boyz n the Hood with Aisha Harris
2021-05-11T04:00:06+00:00,patreon,101,Oops! All Box Office
2021-05-16T04:00:00+00:00,main,324,Poetic Justice with Jourdain Searles
2021-05-21T04:00:03+00:00,patreon,102,Twilight
2021-05-23T04:00:00+00:00,main,325,Higher Learning with Micah Peters
2021-05-30T04:00:00+00:00,main,326,Rosewood with Jamelle Bouie
2021-06-01T04:00:04+00:00,patreon,103,New Moon with Chris Weitz
2021-06-06T04:00:00+00:00,main,327,Shaft with Demi Adejuyigbe
2021-06-11T04:01:00+00:00,patreon,104,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
2021-06-13T04:00:00+00:00,main,328,Baby Boy with Ayo Edebiri
2021-06-20T04:00:00+00:00,main,329,2 Fast 2 Furious with Jon Gabrus
2021-06-21T04:00:02+00:00,patreon,105,Eclipse
2021-06-27T04:00:00+00:00,main,330,Four Brothers with Jonathan Braylock
2021-07-01T04:00:05+00:00,patreon,106,Breaking Dawn – Part 1
2021-07-04T04:00:00+00:00,main,331,Abduction with Jason Concepcion
2021-07-11T04:00:00+00:00,main,332,Joe Dirt
2021-07-11T04:00:02+00:00,patreon,107,The Host
2021-07-18T06:00:00+00:00,main,333,Clifford 2: Hyper-Clifford with Tom Scharpling
2021-07-21T04:00:03+00:00,patreon,108,Breaking Dawn: Part 2
2021-07-25T04:00:00+00:00,main,334,Space Jam: A New Legacy with James Newman
2021-08-01T04:00:00+00:00,main,335,Old with Marie Bardi
2021-08-01T04:01:04+00:00,patreon,109,Pitch Black
2021-08-08T04:00:00+00:00,main,336,Dark Star with Emily Yoshida
2021-08-11T05:06:29+00:00,patreon,110,F9: Our Return to Theaters
2021-08-15T04:00:00+00:00,main,337,Assault on Precinct 13 with April Wolfe
2021-08-21T04:48:44+00:00,patreon,111,The Chronicles of Riddick
2021-08-22T04:00:00+00:00,main,338,Halloween with Alex Ross Perry
2021-08-29T04:00:00+00:00,main,339,The Fog with Nia DaCosta
2021-09-01T04:01:03+00:00,patreon,112,Riddick
2021-09-05T04:00:00+00:00,main,340,Escape from New York with Karen Han
2021-09-11T04:01:01+00:00,patreon,113,Someone's Watching Me!
2021-09-12T04:00:00+00:00,main,341,The Thing with Emily St. James
2021-09-19T04:00:00+00:00,main,342,Christine with Scott Wampler & Eric Vespe
2021-09-21T04:00:02+00:00,patreon,114,Someone's Watching Me! (Someone’s Listening to Me! 3D Edition)
2021-09-22T04:00:24+00:00,patreon,115,The Mummy (1999)
2021-09-26T04:00:00+00:00,main,343,Starman with Katey Rich
2021-10-01T04:00:04+00:00,patreon,116,The Mummy Returns
2021-10-03T04:00:00+00:00,main,344,Big Trouble in Little China with Jason Mantzoukas & Paul Scheer
2021-10-10T04:00:00+00:00,main,345,Prince of Darkness with Keith Phipps
2021-10-11T04:00:03+00:00,patreon,117,Elvis with Layne Montgomery & Aidan Shepard
2021-10-17T04:00:00+00:00,main,346,They Live! with Mike Mitchell & Nick Wiger
2021-10-17T06:01:00+00:00,patreon,118,They Live! with Mike Mitchell & Nick Wiger (Sunglasses Edition)
2021-10-21T04:00:03+00:00,patreon,119,The Mummy: Tomb of the Dragon Emperor
2021-10-24T04:00:00+00:00,main,347,Memoirs of an Invisible Man with Alan Sepinwall
2021-10-31T04:00:00+00:00,main,348,In the Mouth of Madness with Angelica Jade Bastién
2021-11-01T04:00:07+00:00,patreon,120,The Mummy (2017)
2021-11-07T04:00:00+00:00,main,349,Village of the Damned with Amy Nicholson
2021-11-11T05:01:01+00:00,patreon,121,The Scorpion King (and NOT Body Bags)
2021-11-14T05:02:00+00:00,main,350,Escape from L.A. with Matt Gourley & Paul Rust
2021-11-21T05:00:00+00:00,main,351,John Carpenter’s Vampires with David Ehrlich
2021-11-21T05:01:49+00:00,patreon,122,The Santa Clause
2021-11-28T05:00:00+00:00,main,352,Ghosts of Mars with Dave Schilling & Jonah Ray
2021-12-01T05:00:10+00:00,patreon,123,The Santa Clause 2
2021-12-05T05:00:00+00:00,main,353,The Ward with Drew McWeeny
2021-12-11T17:00:01+00:00,patreon,124,Talking the Walk 2021: Ranking the Walks with J.D. Amato
2021-12-12T06:00:00+00:00,main,354,Benedetta with Marie Bardi
2021-12-19T05:00:00+00:00,main,355,West Side Story (2021)
2021-12-21T05:00:41+00:00,patreon,125,The Santa Clause 3
2022-01-01T05:00:07+00:00,patreon,126,Ghostbusters
2022-01-02T08:00:00+00:00,main,356,The Matrix Resurrections
2022-01-09T05:00:00+00:00,main,357,Two Friends
2022-01-11T08:30:01+00:00,patreon,127,The Sixth Blank Check Mailbag
2022-01-16T05:00:00+00:00,main,358,Sweetie with Sarah-Violet Bliss
2022-01-21T05:00:02+00:00,patreon,128,Ghostbusters II
2022-01-23T05:00:00+00:00,main,359,An Angel at My Table with Dana Stevens
2022-01-30T05:00:00+00:00,main,360,The Piano with Esther Zuckerman
2022-02-01T04:59:09+00:00,patreon,129,Ghostbusters: Answer the Call
2022-02-06T05:00:00+00:00,main,361,The Portrait of a Lady with Marie Bardi
2022-02-11T05:01:02+00:00,patreon,130,Top of the Lake with Sonia Saraiya
2022-02-13T05:00:00+00:00,main,362,Holy Smoke! with Kyle Buchanan
2022-02-20T05:00:00+00:00,main,363,In the Cut with Jourdain Searles
2022-02-21T05:01:01+00:00,patreon,131,Ghostbusters: Afterlife
2022-02-26T02:08:28+00:00,patreon,132,2022 MARCH MADNESS PREVIEW
2022-02-27T05:00:00+00:00,main,364,Bright Star with Fran Hoepfner
2022-03-01T06:16:10+00:00,patreon,133,The Matrix
2022-03-06T05:00:00+00:00,main,365,The Power of The Dog with Richard Lawson
2022-03-11T05:00:32+00:00,patreon,134,Top of the Lake: China Girl with Alan Sepinwall
2022-03-13T05:00:00+00:00,main,366,The Seventh Annual Blank Check Awards with Joe Reid
2022-03-20T04:00:00+00:00,main,367,The Evil Dead
2022-03-21T04:00:04+00:00,patreon,135,2022 MARCH MADNESS UPDATE 1 PRESENTED BY THE CHIP REPORT
2022-03-21T04:05:02+00:00,patreon,136,The Matrix Reloaded
2022-03-27T04:00:00+00:00,main,368,Crimewave with Brendan Hines
2022-03-29T14:15:54+00:00,patreon,137,2022 MARCH MADNESS UPDATE 2 PRESENTED BY THE CHIP REPORT
2022-04-01T04:00:06+00:00,patreon,138,The Matrix Revolutions
2022-04-03T04:00:00+00:00,main,369,Evil Dead II with John Hodgman
2022-04-10T04:00:00+00:00,main,370,Darkman with Chris Weitz
2022-04-11T04:01:02+00:00,patreon,139,Evil Dead (2013) with Marie Bardi
2022-04-17T04:00:00+00:00,main,371,Army of Darkness with Eva Anderson
2022-04-21T06:30:10+00:00,patreon,140,The Matrix Resurrections
2022-04-24T04:00:00+00:00,main,372,The Quick and The Dead with Roman Mars
2022-05-01T04:00:00+00:00,main,373,A Simple Plan with Kevin Smith
2022-05-01T04:35:48+00:00,patreon,141,Batman (1966)
2022-05-08T04:00:00+00:00,main,374,For Love of the Game with Olivia Craighead
2022-05-11T04:01:01+00:00,patreon,142,Oops! All Burger Reports
2022-05-15T04:00:00+00:00,main,375,The Gift with Starlee Kine
2022-05-21T04:01:00+00:00,patreon,143,Batman: Mask of the Phantasm
2022-05-22T04:00:00+00:00,main,376,Spider-Man with Matt Singer
2022-05-29T04:00:00+00:00,main,377,Spider-Man 2 with Chris Gethard
2022-06-01T05:30:01+00:00,patreon,144,Batman Forever
2022-06-05T04:00:00+00:00,main,378,Spider-Man 3 with Jamelle Bouie
2022-06-11T04:01:01+00:00,patreon,145,"OLD DOGS - Blank Check LIVE! at the Bell House (May 12, 2022)"
2022-06-12T04:00:00+00:00,main,379,Drag Me to Hell with Jamie Loftus & Caitlin Durante
2022-06-19T04:00:00+00:00,main,380,Oz the Great and Powerful with Dana Schwartz
2022-06-21T04:01:00+00:00,patreon,146,Batman & Robin
2022-06-26T04:00:00+00:00,main,381,Doctor Strange in the Multiverse of Madness with Patrick Willems
2022-06-26T17:01:01+00:00,patreon,147,Marvel Nerdfest
2022-07-01T04:01:03+00:00,patreon,148,Batman v Superman: Dawn of Justice (Ultimate Edition)
2022-07-01T04:01:27+00:00,patreon,149,Batman v Superman: Dawn of Justice - The Lost Episode (Remastered)
2022-07-03T04:00:00+00:00,main,382,Sweet Charity
2022-07-10T04:00:00+00:00,main,383,Cabaret with Rachel Zegler
2022-07-11T04:00:04+00:00,patreon,150,Liza with a Z with Marie Bardi
2022-07-17T04:00:00+00:00,main,384,Lenny with Colin Quinn
2022-07-21T04:01:04+00:00,patreon,151,The Lego Batman Movie
2022-07-24T04:00:00+00:00,main,385,All That Jazz with Lin-Manuel Miranda
2022-07-31T04:00:00+00:00,main,386,Star 80 with Julie Klausner
2022-08-01T04:01:39+00:00,patreon,152,The Batman
2022-08-07T04:00:00+00:00,main,387,Fear & Desire / Killer's Kiss
2022-08-11T04:00:03+00:00,patreon,153,"SULLY - Blank Check LIVE! at the Bell House (June 8, 2022)"
2022-08-14T04:00:00+00:00,main,388,The Killing with Patton Oswalt
2022-08-21T04:00:00+00:00,main,389,Paths of Glory with Sarah Marshall
2022-08-21T04:01:00+00:00,patreon,154,Live and Let Die
2022-08-28T04:00:00+00:00,main,390,Spartacus with Richard Lawson
2022-09-01T04:01:24+00:00,patreon,155,The Man with the Golden Gun
2022-09-04T04:00:00+00:00,main,391,Lolita with Fran Hoepfner
2022-09-11T04:00:00+00:00,main,392,Three Thousand Years of Longing
2022-09-11T04:01:01+00:00,patreon,156,The Spy Who Loved Me
2022-09-18T04:00:00+00:00,main,393,Pinocchio (2022) with Podcast: The Ride
2022-09-21T04:06:06+00:00,patreon,157,"Confess, Fletch"
2022-09-25T04:00:00+00:00,main,394,The Woman King
2022-10-01T04:01:01+00:00,patreon,158,Moonraker
2022-10-02T04:00:00+00:00,main,395,Dr. Strangelove... with Sean Fennessey
2022-10-09T04:00:00+00:00,main,396,2001: A Space Odyssey with Jordan Hoffman
2022-10-11T04:01:00+00:00,patreon,159,For Your Eyes Only
2022-10-16T04:00:00+00:00,main,397,A Clockwork Orange with Alex Ross Perry
2022-10-21T04:01:00+00:00,patreon,160,2010: The Year We Make Contact
2022-10-23T04:00:00+00:00,main,398,Barry Lyndon with Karina Longworth
2022-10-30T04:00:00+00:00,main,399,The Shining with Timothy Simons
2022-11-01T04:00:07+00:00,patreon,161,Octopussy
2022-11-06T04:00:00+00:00,main,400,Full Metal Jacket with Jon Gabrus
2022-11-11T05:01:01+00:00,patreon,162,Doctor Sleep
2022-11-13T05:00:00+00:00,main,401,Eyes Wide Shut with David Ehrlich
2022-11-20T05:00:00+00:00,main,402,The Fabelmans
2022-11-21T05:00:05+00:00,patreon,163,A View to a Kill
2022-11-27T05:00:00+00:00,main,403,The Nightmare Before Christmas with Michael Rianda
2022-12-01T05:02:27+00:00,patreon,164,National Treasure
2022-12-04T14:19:00+00:00,main,404,James and the Giant Peach with Emma Stefansky
2022-12-11T05:00:00+00:00,main,405,Monkeybone with Justin McElroy
2022-12-11T05:00:03+00:00,patreon,165,Talking the Walk 2022: Talking the Moonwalk with J.D. Amato
2022-12-18T05:00:00+00:00,main,406,Avatar: The Way of Water with Marie Bardi
2022-12-21T05:00:05+00:00,patreon,166,National Treasure: Book of Secrets
2023-01-01T05:01:01+00:00,patreon,167,Koyaanisqatsi
2023-01-08T05:00:00+00:00,main,407,Coraline with J.D. Amato
2023-01-11T05:01:03+00:00,patreon,168,The Seventh Blank Check Mailbag
2023-01-15T05:00:00+00:00,main,408,Wendell & Wild
2023-01-21T05:01:00+00:00,patreon,169,Powaqqatsi
2023-01-22T05:00:00+00:00,main,409,Shallow Grave
2023-01-29T05:00:00+00:00,main,410,Trainspotting with Charles Rogers
2023-02-01T05:01:00+00:00,patreon,170,Naqoyqatsi
2023-02-05T05:00:00+00:00,main,411,A Life Less Ordinary with Janet Varney
2023-02-11T05:09:19+00:00,patreon,171,Street Fighter
2023-02-12T05:00:00+00:00,main,412,Knock at the Cabin with Marie Bardi
2023-02-19T05:00:00+00:00,main,413,The Beach with Emily Yoshida
2023-02-21T05:01:00+00:00,patreon,172,Men in Black
2023-02-26T05:00:00+00:00,main,414,28 Days Later with David Rees
2023-02-28T17:02:16+00:00,patreon,173,2023 MARCH MADNESS PREVIEW
2023-03-01T05:00:03+00:00,patreon,174,Men in Black II
2023-03-05T05:00:00+00:00,main,415,The Eighth Annual Blank Check Awards with Joe Reid
2023-03-11T05:00:02+00:00,patreon,175,28 Weeks Later
2023-03-12T05:00:00+00:00,main,416,Millions with Adam Kempenaar
2023-03-19T04:00:00+00:00,main,417,Sunshine
2023-03-20T16:18:41+00:00,patreon,176,2023 March Madness Update 1
2023-03-21T04:00:03+00:00,patreon,177,Men in Black 3
2023-03-25T16:00:16+00:00,patreon,178,2023 March Madness Update 2
2023-03-26T04:00:00+00:00,main,418,Slumdog Millionaire with Siddhant Adlakha
2023-03-31T21:00:03+00:00,patreon,179,2023 March Madness Update 3
2023-04-01T04:00:37+00:00,patreon,180,Men in Black: International
2023-04-02T04:00:00+00:00,main,419,127 Hours with Sean Clements
2023-04-09T04:00:00+00:00,main,420,Trance with Nia DaCosta
2023-04-11T04:00:02+00:00,patreon,181,2012 Summer Olympics Opening Ceremony
2023-04-16T04:00:00+00:00,main,421,Steve Jobs with Olivia Craighead
2023-04-21T04:01:01+00:00,patreon,182,Planet of the Apes
2023-04-23T04:00:00+00:00,main,422,T2 Trainspotting with Scott Aukerman & Shaun Diston
2023-04-30T04:00:00+00:00,main,423,Yesterday with Zach Cherry
2023-05-01T04:00:06+00:00,patreon,183,Beneath the Planet of the Apes
2023-05-07T04:00:00+00:00,main,424,Three Ages / Our Hospitality with Dana Stevens
2023-05-11T04:00:02+00:00,patreon,184,Buster Keaton Shorts with Dana Stevens
2023-05-14T04:00:00+00:00,main,425,Sherlock Jr. / The Navigator with James Urbaniak
2023-05-21T04:00:00+00:00,main,426,Seven Chances / Go West with Jamie Loftus
2023-05-21T04:00:02+00:00,patreon,185,Escape from the Planet of the Apes
2023-05-28T04:00:00+00:00,main,427,Battling Butler / The General with Jamelle Bouie
2023-06-01T04:01:01+00:00,patreon,186,Conquest of the Planet of the Apes
2023-06-04T04:00:00+00:00,main,428,"College / Steamboat Bill, Jr. with John Hodgman"
2023-06-11T04:00:00+00:00,main,429,The Cameraman / Spite Marriage
2023-06-11T04:01:00+00:00,patreon,187,Fanfare 3: LIVE
2023-06-18T04:00:00+00:00,main,430,The Moon Is…the Sun's Dream / Trio
2023-06-21T04:00:05+00:00,patreon,188,Battle for the Planet of the Apes
2023-06-25T04:00:00+00:00,main,431, Joint Security Area
2023-07-01T04:01:50+00:00,patreon,189,Ocean's 11
2023-07-02T04:00:00+00:00,main,432,Sympathy for Mr. Vengeance with David Ehrlich
2023-07-09T04:00:00+00:00,main,433,Oldboy with Alison Willmore
2023-07-11T04:10:41+00:00,patreon,190,Spreadmaster’s Delight (Uncut Version)
2023-07-11T04:11:36+00:00,patreon,191,Spreadmaster’s Delight (Bite Free Version)
2023-07-16T04:00:00+00:00,main,434,Sympathy for Lady Vengeance with Karen Han
2023-07-21T04:00:04+00:00,patreon,192,Ocean's Eleven
2023-07-23T04:00:00+00:00,main,435,Mission: Impossible - Dead Reckoning Part One with Marie Bardi
2023-07-30T04:00:00+00:00,main,436,Oppenheimer with Marie Bardi
2023-08-01T04:00:04+00:00,patreon,193,Ocean's Twelve
2023-08-06T04:00:00+00:00,main,437,"I'm a Cyborg, But That's OK with Karen Chee"
2023-08-11T04:00:04+00:00,patreon,194,The Little Drummer Girl with Whitney McIntosh
2023-08-13T04:00:00+00:00,main,438,Thirst with Hoai-Tran Bui
2023-08-20T04:00:00+00:00,main,439,Stoker with Emily St. James
2023-08-21T04:00:01+00:00,patreon,195,Ocean’s Thirteen
2023-08-27T04:00:00+00:00,main,440, The Handmaiden with Emily Yoshida
2023-09-01T04:00:01+00:00,patreon,196,Ocean's 8
2023-09-03T04:00:00+00:00,main,441,Decision to Leave with Tatiana Maslany
2023-09-10T04:00:00+00:00,main,442,Alien³ with Matt Singer
2023-09-11T04:00:03+00:00,patreon,197,Alien vs. Predator / Aliens vs. Predator: Requiem
2023-09-17T04:00:00+00:00,main,443, Se7en with Mike Mitchell & Nick Wiger
2023-09-21T04:00:04+00:00,patreon,198,GoldenEye
2023-09-24T04:00:00+00:00,main,444, The Game with Brendan Hines
2023-10-01T04:00:00+00:00,main,445,Fight Club with Alex Ross Perry
2023-10-01T04:00:05+00:00,patreon,199,Tomorrow Never Dies with Jason Mantzoukas
2023-10-01T04:00:05+00:00,patreon,200,Fight Club with Alex Ross Perry (The First Rule Cut)
2023-10-08T04:00:00+00:00,main,446,Panic Room with Eva Anderson
2023-10-11T04:00:03+00:00,patreon,201,David Fincher Music Videos
2023-10-15T04:00:00+00:00,main,447,Zodiac with Leslye Headland
2023-10-21T04:00:02+00:00,patreon,202,The World Is Not Enough
2023-10-22T04:00:00+00:00,main,448,The Curious Case of Benjamin Button with Richard Lawson
2023-10-29T04:00:00+00:00,main,449,The Social Network
2023-11-01T04:00:05+00:00,patreon,203,Die Another Day
2023-11-05T04:00:00+00:00,main,450, The Girl with the Dragon Tattoo with Fran Hoepfner
2023-11-11T05:00:03+00:00,patreon,204,The Empty Man
2023-11-12T05:00:00+00:00,main,451,Gone Girl with Esther Zuckerman
2023-11-19T05:00:00+00:00,main,452,Mank with Sean Fennessey
2023-11-21T05:00:02+00:00,patreon,205,Austin Powers: International Man of Mystery
2023-11-26T05:00:00+00:00,main,453,The Killer with Marie Bardi
2023-12-01T05:00:03+00:00,patreon,206,Austin Powers: The Spy Who Shagged Me
2023-12-03T05:00:00+00:00,main,454,I Love You to Death
2023-12-10T05:00:00+00:00,main,455,The Boy and the Heron with J.D. Amato
2023-12-11T05:00:04+00:00,patreon,207,Austin Powers in Goldmember
2023-12-17T05:00:00+00:00,main,456,Maestro with Marie Bardi-Salinas
2023-12-21T05:00:06+00:00,patreon,208,Talking the Walk 2023: Pitching the Walk with J.D. Amato
2023-12-31T05:00:00+00:00,main,457,Wonkquaman with Marie Bardi-Salinas
2024-01-01T05:00:05+00:00,patreon,209,The Love Guru
2024-01-07T05:00:00+00:00,main,458,Ferrari with Bilge Ebiri
2024-01-11T05:00:03+00:00,patreon,210,The Eighth Blank Check Mailbag
2024-01-14T05:00:00+00:00,main,459,A Star Is Born (1976) with Rachel Zegler
2024-01-21T05:00:00+00:00,main,460,Yentl with Jordan Hoffman
2024-01-21T06:47:24+00:00,patreon,211,The Terminator
2024-01-24T05:00:00+00:00,main,461,A Conversation with Amy Irving
2024-01-28T05:00:00+00:00,main,462,The Prince of Tides with Katey Rich
2024-02-01T05:00:11+00:00,patreon,212,Terminator 2: Judgment Day
2024-02-04T05:00:00+00:00,main,463,The Mirror Has Two Faces with Bobby Finger & Lindsey Weber
2024-02-11T05:00:00+00:00,main,464,Nomads
2024-02-11T05:00:03+00:00,patreon,213,T2-3D: Battle Across Bab's Basement
2024-02-18T05:00:00+00:00,main,465,Predator with Jon Gabrus
2024-02-21T05:00:04+00:00,patreon,214,Terminator 3: Rise of the Machines
2024-02-25T05:00:00+00:00,main,466,Die Hard with Kevin Smith
2024-02-29T17:46:23+00:00,patreon,215,2024 MARCH MADNESS PREVIEW
2024-03-01T05:00:06+00:00,patreon,216,Terminator Salvation
2024-03-03T05:00:00+00:00,main,467,The Ninth Annual Blank Check Awards with Joe Reid
2024-03-10T05:00:00+00:00,main,468,The Hunt For Red October with Jamelle Bouie
2024-03-11T04:00:05+00:00,patreon,217,Die Hard 2: Die Harder
2024-03-17T04:00:00+00:00,main,469,Medicine Man with Jamie Lee
2024-03-19T21:20:17+00:00,patreon,218,2024 March Madness Update 1
2024-03-21T04:00:04+00:00,patreon,219,Terminator Genisys
2024-03-24T04:00:00+00:00,main,470,Last Action Hero with Paul Scheer & Jason Mantzoukas
2024-03-29T14:02:56+00:00,patreon,220,2024 March Madness Update 2
2024-03-31T04:00:00+00:00,main,471,Die Hard with a Vengeance with Shea Serrano
2024-04-01T04:00:07+00:00,patreon,221,Terminator: Dark Fate
2024-04-07T04:00:00+00:00,main,472,The Thomas Crown Affair (1999) with Amanda Dobbins
2024-04-11T04:00:05+00:00,patreon,222,Sin Eater: The Crimes of Anthony Pellicano
2024-04-14T04:00:00+00:00,main,473,The 13th Warrior with David Lowery
2024-04-21T04:00:00+00:00,main,474,Rollerball with Zach Cherry
2024-04-21T04:00:05+00:00,patreon,223,Teenage Mutant Ninja Turtles
2024-04-28T04:00:00+00:00,main,475,Basic with BenDavid Grabinski
2024-05-01T04:00:09+00:00,patreon,224,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
2024-05-05T04:00:00+00:00,main,476,Perfect Blue with Bowen Yang
2024-05-11T04:00:00+00:00,patreon,225,Paranoia Agent with Nick Wiger
2024-05-12T04:00:00+00:00,main,477,Millennium Actress with Hoai-Tran Bui
2024-05-19T04:00:00+00:00,main,478, Tokyo Godfathers with Reece Feldman
2024-05-21T04:00:09+00:00,patreon,226,Teenage Mutant Ninja Turtles III
2024-05-26T04:00:00+00:00,main,479,Paprika with Emily Yoshida
2024-06-01T04:00:04+00:00,patreon,227,TMNT
2024-06-02T04:00:00+00:00,main,480,Furiosa with Kyle Buchanan
2024-06-09T04:00:00+00:00,main,481,Going In Style with James Urbaniak
2024-06-11T04:00:04+00:00,patreon,228,Hot Dogs for Gauguin / Hot Tomorrows
2024-06-16T04:00:00+00:00,main,482,Beverly Hills Cop with Adil & Bilall
2024-06-21T04:00:05+00:00,patreon,229,Teenage Mutant Ninja Turtles (2014) 
2024-06-23T04:00:00+00:00,main,483,Midnight Run with Alan Sepinwall
2024-06-30T04:00:00+00:00,main,484,Scent of a Woman with David Krumholtz
2024-07-01T07:38:23+00:00,patreon,230,Teenage Mutant Ninja Turtles: Out of the Shadows
2024-07-07T04:00:00+00:00,main,485,Meet Joe Black with Richard Lawson
2024-07-11T04:00:04+00:00,patreon,231,Spreadmaster's Delight REDUX (Uncut Version)
2024-07-11T04:01:00+00:00,patreon,232,Spreadmaster's Delight REDUX (Bite Free Version)
2024-07-14T04:00:00+00:00,main,486,Gigli with Jen D'Angelo
2024-07-21T04:00:00+00:00,main,487,Dances with Wolves
2024-07-21T04:00:03+00:00,patreon,233,Teenage Mutant Ninja Turtles: Mutant Mayhem
2024-07-28T04:00:00+00:00,main,488,The Postman with Emily St. James
2024-08-01T04:00:07+00:00,patreon,234,Clue
2024-08-04T04:00:00+00:00,main,489,Open Range with Chris Ryan
2024-08-11T04:00:00+00:00,main,490,Trap
2024-08-11T04:00:04+00:00,patreon,235,Waterworld with Joe Kwaczala
2024-08-18T04:00:00+00:00,main,491,Horizon: An American Saga - Chapter 1
2024-08-21T04:00:06+00:00,patreon,236,Dungeons & Dragons
2024-08-25T04:00:00+00:00,main,492,Eraserhead
2024-09-01T04:00:00+00:00,main,493,The Elephant Man with Alex Ross Perry
2024-09-01T04:00:06+00:00,patreon,237,Battleship
2024-09-08T04:00:00+00:00,main,494,Dune with John Hodgman
2024-09-11T04:00:03+00:00,patreon,238,Short Films + The Music of David Lynch
2024-09-15T04:00:00+00:00,main,495,Beetlejuice Beetlejuice
2024-09-21T04:00:01+00:00,patreon,239,Ouija
2024-09-22T04:00:00+00:00,main,496,Blue Velvet with Jamie Loftus
2024-09-29T04:00:00+00:00,main,497,Twin Peaks (Season 1) with Eva Anderson
2024-10-01T04:00:03+00:00,patreon,240,Ouija: Origin of Evil
2024-10-06T04:00:00+00:00,main,498,Wild at Heart with Tatiana Maslany
